Zone summary . Client-EPE
   Created - Fri Jul 21 13:12:30 2023. TARA Ver 2301.2.0.0 64-bit. LFCase-22SSWG_2025_SUM1_U1_04-study.raw. Rev-PTI35
 Zone, ZoneName    ,Buses, NTies,    TotGen, MaxGenOnl, MaxGenOff,   LoadAct,   LoadNom,  Load_DER, LdInDifZone, LdFrDifZone, shuntLoss, TotLosses, ZoneInterTies, ZoneInterExtLd,
1023, E_HASKELL   ,    31,     6,     481.5,    1514.9,    1592.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.8,     480.7,     480.7,
1024, E_KENT      ,    13,     5,     355.1,     487.5,     487.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.0,     352.0,     352.0,
1026, E_KNOX      ,    16,     3,     151.7,     804.4,     804.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,     151.6,     151.6,
1027, E_LAMAR     ,    41,     8,    2479.8,    2955.3,    2955.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      12.3,    2467.5,    2467.5,
1029, E_MOTLEY    ,     3,     1,      16.1,      57.0,      57.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      16.0,      16.0,
1033, E_WICHITA   ,     2,     2,      72.6,      77.0,      77.0,       0.9,       0.9,       0.0,       0.0,       0.0,       0.0,       0.3,      71.5,      71.5,
1034, E_WILBARGER ,    21,     3,     228.7,    1212.5,    1242.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     228.3,     228.3,
1036, E_PITTSBURG-,     7,     2,    1152.2,    1222.0,    1222.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.5,    1149.7,    1149.7,
1037, E_OLDHAM    ,     8,     1,     100.4,     355.0,     355.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     100.0,     100.0,
1041, E_HALE      ,     2,     1,       0.0,       0.0,     202.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
1044, E_PARMER    ,     5,     1,      65.2,     230.4,     230.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      65.0,      65.0,
1047, E_BRISCOE   ,     2,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      -0.1,      -0.1,
1050, E_BELL      ,     8,     2,    1434.6,    1486.0,    1486.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.5,    1432.1,    1432.1,
1051, E_BOSQUE    ,    10,     7,     755.2,     795.9,     839.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.1,     753.1,     753.1,
1052, E_BROWN     ,     6,     1,     254.6,     321.8,     321.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.6,     254.0,     254.0,
1053, E_CALLAHAN  ,    12,     2,     113.7,     602.9,     674.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,     113.5,     113.5,
1054, E_COLLIN    ,     5,     5,     290.8,     333.0,     411.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.7,     290.1,     290.1,
1055, E_COMANCHE  ,     5,     1,      39.6,     210.1,     210.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      39.5,      39.5,
1057, E_DALLAS    ,     5,     5,    1663.4,    1723.0,    1723.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.1,    1661.2,    1661.2,
1058, E_DELTA     ,     3,     1,     248.7,     325.6,     427.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,     247.7,     247.7,
1059, E_DENTON    ,    27,     6,     535.1,     619.0,     744.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.5,     533.6,     533.6,
1061, E_ELLIS     ,    15,    10,    1823.2,    1929.8,    1929.8,      89.5,      89.5,       0.0,       0.0,      89.5,       0.0,       3.3,    1819.9,    1730.4,
1062, E_ERATH     ,     6,     5,      29.6,     153.4,     153.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      29.6,      29.6,
1063, E_FALLS     ,    20,     4,     670.5,     857.4,     907.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       5.7,     664.8,     664.8,
1064, E_HAMILTON  ,     3,     1,      78.2,     100.0,     100.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,      77.9,      77.9,
1065, E_HILL      ,    19,     6,     747.6,    1182.0,    1182.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.6,     745.9,     745.9,
1066, E_HOOD      ,    20,     9,    2006.0,    2127.4,    2387.4,      15.0,      15.0,       0.0,       0.0,       0.0,       0.0,       2.9,    1988.1,    1988.1,
1067, E_HUNT      ,     7,     5,      99.6,      99.6,     289.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,      99.2,      99.2,
1068, E_JACK      ,    19,     8,    1180.5,    1460.0,    1460.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.7,    1177.8,    1177.8,
1069, E_JOHNSON   ,     2,     2,     259.7,     269.0,     269.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.7,     259.0,     259.0,
1070, E_KAUFMAN   ,    16,     4,    1824.2,    1917.6,    1969.3,       6.0,       6.0,       0.0,       0.0,       0.0,       0.0,       3.7,    1814.4,    1814.4,
1071, E_LIMESTONE ,     7,     3,    1660.5,    1960.0,    1960.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.5,    1658.0,    1658.0,
1072, E_MCLENNAN  ,     1,     1,     900.3,     932.6,     932.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.2,     899.1,     899.1,
1073, E_MILLS     ,    19,     4,     164.3,     847.8,     847.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.5,     163.8,     163.8,
1074, E_NAVARRO   ,    12,     3,     480.9,     615.0,     685.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.1,     479.8,     479.8,
1075, E_PALO PINTO,     5,     5,     562.0,     596.0,     596.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.7,     560.3,     560.3,
1078, E_SHACKELFOR,    14,     8,     104.8,     555.5,     555.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.6,     104.1,     104.1,
1079, E_SOMERVELL ,     2,     4,    2400.0,    2400.0,    2400.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.6,    2396.4,    2396.4,
1081, E_TARRANT   ,     5,     4,    1221.2,    1265.0,    1366.7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.7,    1217.5,    1217.5,
1082, E_THROCKMORT,     5,     1,      66.0,     350.2,     472.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      66.0,      66.0,
1083, E_WISE      ,     6,     3,     736.2,     780.8,     780.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.5,     734.7,     734.7,
1084, E_YOUNG     ,    19,     5,     742.5,    1441.1,    1441.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.9,     741.6,     741.6,
1091, E_ATASCOSA  ,     1,     1,     381.9,     391.0,     391.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,     381.9,     381.9,
1092, E_BEE       ,    18,     4,     336.6,     808.2,     808.2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.8,     335.9,     335.9,
1094, E_CAMERON   ,    35,    13,     825.2,    1312.4,    1312.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.6,     821.6,     821.6,
1095, E_DIMMIT    ,     3,     1,     158.2,     200.0,     200.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.4,     155.8,     155.8,
1097, E_FRIO      ,    15,     7,     622.1,     738.8,     738.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.9,     620.3,     620.3,
1098, E_GOLIAD    ,     2,     1,     639.8,     655.0,     655.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.3,     638.5,     638.5,
1099, E_HIDALGO   ,    32,    13,    1384.2,    1657.5,    2064.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.8,    1382.5,    1382.5,
1100, E_JIM HOGG  ,     3,     1,      14.8,      76.0,      76.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      14.8,      14.8,
1102, E_KENEDY    ,    24,     3,     606.5,    1089.4,    1089.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.2,     605.3,     605.3,
1106, E_MAVERICK  ,     3,     3,       0.0,       0.0,      49.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
1108, E_NUECES    ,    22,     9,    1786.2,    2033.1,    2033.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       5.1,    1781.1,    1781.1,
1109, E_REFUGIO   ,     3,     1,     122.5,     220.0,     220.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,     122.2,     122.2,
1110, E_SANPATRICI,    26,     5,     473.1,     849.8,     849.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.1,     472.0,     472.0,
1111, E_STARR     ,    23,     8,     185.4,     949.2,     985.2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,     185.2,     185.2,
1112, E_WEBB      ,    16,     7,     380.9,     622.3,     772.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,     379.9,     379.9,
1113, E_WILLACY   ,    43,     7,     916.2,    1645.6,    1645.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.1,     914.1,     914.1,
1114, E_ZAPATA    ,    31,     7,     226.8,    1161.1,    1190.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.7,     226.1,     226.1,
1122, E_BASTROP   ,    15,     9,    1759.5,    1904.0,    1984.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.8,    1755.7,    1755.7,
1123, E_BEXAR     ,    28,    16,    3866.6,    3966.2,    3987.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       7.5,    3859.1,    3859.1,
1124, E_BLANCO    ,     1,     1,       0.0,       0.0,       2.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
1126, E_BURNET    ,     4,     4,       0.0,       0.0,      99.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
1128, E_COLORADO  ,     3,     1,      53.4,      53.4,      53.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,      53.1,      53.1,
1129, E_COMAL     ,     1,     1,       0.0,       0.0,       6.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
1131, E_FAYETTE   ,     5,     5,    1816.0,    1816.0,    1816.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.3,    1814.7,    1814.7,
1133, E_GUADALUPE ,    12,     8,    1700.5,    1741.0,    1741.0,       0.0,       0.0,       0.0,      13.3,       0.0,       0.0,       2.2,    1685.0,    1698.3,
1134, E_HAYS      ,     8,     4,     824.4,     844.0,     844.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.3,     823.0,     823.0,
1136, E_KENDALL   ,     1,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.9,      -1.9,      -1.9,
1140, E_MILAM     ,     3,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      -0.1,      -0.1,
1141, E_TRAVIS    ,    24,    13,     767.4,     812.0,    1551.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.9,     765.5,     765.5,
1143, E_WILLIAMSON,     8,     3,       0.0,       0.0,     210.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
1146, E_STERLING  ,     2,     2,      91.0,     115.0,     115.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      91.0,      91.0,
1150, E_COKE      ,    20,     6,     223.5,    1052.7,    1052.7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.7,     222.8,     222.8,
1152, E_CONCHO    ,    25,     3,     209.1,     750.4,     750.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,     208.8,     208.8,
1154, E_FISHER    ,    10,     2,     126.2,     669.1,     669.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,     126.1,     126.1,
1156, E_IRION     ,     5,     1,      59.1,     302.4,     302.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      59.0,      59.0,
1157, E_JONES     ,     4,     1,     154.0,     201.6,     201.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     153.6,     153.6,
1160, E_KINNEY    ,     7,     2,      49.2,     137.4,     137.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      49.0,      49.0,
1162, E_LLANO     ,    13,     7,     507.9,     520.0,     583.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,     506.9,     506.9,
1163, E_MASON     ,     2,     1,       0.0,       0.0,     100.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
1164, E_MCCULLOCH ,     3,     1,      35.1,     179.8,     179.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      35.0,      35.0,
1166, E_MITCHELL  ,    10,    17,     374.3,     397.0,     397.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.5,     373.8,     373.8,
1167, E_NOLAN     ,    58,    24,     535.5,    2215.9,    2245.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.5,     534.0,     534.0,
1171, E_SCHLEICHER,     7,     2,      70.2,     359.5,     359.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      70.1,      70.1,
1172, E_SCURRY    ,    42,    19,     792.7,    1687.3,    1747.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.6,     790.1,     790.1,
1175, E_TAYLOR    ,    58,     7,     268.2,    1372.8,    2257.2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.5,     266.6,     266.6,
1176, E_TOM GREEN ,     6,     2,     284.7,     359.8,     359.8,       1.8,       1.8,       0.0,       0.0,       1.8,       0.0,       1.3,     283.3,     281.5,
1177, E_UVALDE    ,     3,     1,      79.1,     100.0,     100.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      78.9,      78.9,
1178, E_VAL VERDE ,     6,     3,      29.2,     149.3,     225.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      29.1,      29.1,
1179, E_LUBBOCK   ,    14,     7,     105.2,     107.0,     125.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,     105.0,     105.0,
1180, E_ONCOR_PUN ,     3,     4,      17.5,      17.5,      17.5,     119.4,     119.4,       0.0,       0.0,       0.0,       0.0,       0.0,    -101.9,    -101.9,
1181, E_CNP_PUN   ,   121,    47,    1967.3,    2076.2,    2216.2,     786.0,     786.0,       0.0,    1880.5,     238.0,       0.0,      10.3,    -471.6,    1170.9,
1183, E_AEPTCC_PUN,    82,    31,    2026.8,    2318.3,    2318.3,     774.4,     774.4,       0.0,     313.4,       0.0,       0.0,       5.5,     933.4,    1246.8,
1184, E_TNMP_PUN  ,    23,     8,    1210.0,    1210.0,    1210.0,       0.0,       0.0,       0.0,     579.4,       0.0,       0.0,       3.5,     627.2,    1206.5,
1189, Zon_1189    ,    42,    42,    6600.4,    8968.4,    9703.7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,    6600.4,    6600.4,
1190, E_MB        ,     4,     4,       0.0,       0.0,     943.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
1193, E_SEASNL_GEN,     5,     5,    1716.5,    1970.0,    1970.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.9,    1713.6,    1713.6,
1199, E_AUXLOAD   ,     0,     0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
1200, UNASSIGNED  ,     1,     1,       0.0,       0.0,       0.0,      55.9,      55.9,       0.0,       2.3,      55.9,       0.0,       0.0,      -2.3,     -55.9,
2006, Zon_2006    ,     2,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.1,       0.0,       0.0,       0.7,      -3.9,      -0.7,
2028, Zon_2028    ,     1,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.7,      -0.7,      -0.7,
2029, Zon_2029    ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
2030, Zon_2030    ,     2,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,      -0.4,      -0.4,
2077, Zon_2077    ,     1,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
2107, Zon_2107    ,     0,     0,       0.0,       0.0,       0.0,      10.6,      10.6,       0.0,       0.0,      10.6,       0.0,       0.0,       0.0,     -10.6,
2131, Zon_2131    ,     1,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
2148, Zon_2148    ,     2,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      43.0,       0.0,       0.0,       0.9,     -43.9,      -0.9,
2160, Zon_2160    ,     2,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
2195, Zon_2195    ,     1,     2,       0.0,       0.0,       0.0,       3.0,       3.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -3.0,      -3.0,
2204, Zon_2204    ,     1,     3,       0.0,       0.0,       0.0,      19.7,      19.7,       0.0,       0.0,       0.0,       0.0,       0.0,     -19.7,     -19.7,
2208, Zon_2208    ,     2,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.0,       0.0,       0.0,       0.1,      -2.1,      -0.1,
2213, Zon_2213    ,     1,     1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
2215, Zon_2215    ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      -0.1,      -0.1,
2231, Zon_2231    ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.4,      -1.4,      -1.4,
2234, Zon_2234    ,     2,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
2239, Zon_2239    ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.5,      -1.5,      -1.5,
